567,2
568,2
569,2
570,2
571,2
572,2
573,4
574,2
575,2
576,4
577,1
578,1
579,2
580,4
581,1
582,2
583,2
584,4
585,2
586,1
587,2
588,3
589,1
590,1
591,2
592,3
593,2
594,3
595,2
596,1
597,1
598,1
599,4
600,1
601,1
602,4
603,2
604,3
605,3
606,2
607,2
608,5
609,1
610,1
611,2
612,1
613,3
614,1
615,4
616,3
617,2
618,4
619,2
620,1
621,4
622,2
623,1
624,2
625,1
626,2
627,1
628,2
629,3
630,3
631,1
632,3
633,1
634,4
635,4
636,2
637,1
638,3
639,2
640,2
641,2
642,2
643,1
644,5
645,2
646,2
647,5
648,3
649,1
650,4
651,1
652,5
653,2
654,1
655,2
656,2
657,2
658,1
659,2
660,2
661,5
662,4
663,2
664,4
665,1
666,1
667,1
668,4
669,2
670,5
671,2
672,2
673,1
674,5
675,1
676,2
677,5
678,1
679,5
680,1
681,3
682,3
683,1
684,1
685,2
686,5
687,3
688,2
689,3
690,5
691,2
692,3
693,4
694,1
695,2
696,3
697,4
698,2
699,4
700,3
701,5
702,1
703,2
704,2
705,2
706,1
707,1
708,2
709,1
710,4
711,2
712,2
713,2
714,1
715,2
716,1
717,2
718,1
719,2
720,1
721,2
722,2
723,2
724,2
725,1
726,5
727,2
728,2
729,2
730,1
731,2
732,2
733,1
734,1
735,3
736,3
737,2
738,5
739,5
740,5
741,2
742,5
743,3
744,2
745,5
746,3
747,3
748,5
749,3
750,3
751,4
752,2
753,3
754,5
755,5
756,5
757,4
758,3
759,2
760,3
761,3
762,2
763,5
764,2
765,3
766,3
767,3
768,2
769,4
770,4
771,5
772,2
773,3
774,5
775,3
776,2
777,3
778,2
779,1
780,5
781,5
782,5
783,2
784,5
785,2
786,3
787,3
788,2
789,2
790,5
791,4
792,2
793,5
794,2
795,3
796,3
797,1
798,2
799,5
800,5
801,4
802,2
803,2
804,3
805,3
806,2
807,5
808,2
809,5
810,5
811,2
812,2
813,4
814,2
815,2
816,2
817,1
818,2
819,4
820,2
821,4
822,5
823,4
824,3
825,4
826,5
827,2
828,2
829,5
830,4
831,1
832,4
833,3
834,3
835,2
836,1
837,3
838,4
839,4
840,4
841,5
842,4
843,4
844,2
845,2
846,2
847,4
848,4
849,2
850,3
851,2
852,5
853,3
854,2
855,5
856,3
857,5
858,4
859,5
860,4
861,3
862,4
863,1
864,5
865,5
866,3
867,5
868,4
869,5
870,4
871,2
872,5
873,5
874,5
875,3
876,3
877,2
878,4
879,2
880,3
881,5
882,5
883,5
884,3
885,5
886,5
887,5
888,3
889,4
890,3
891,2
892,3
893,2
894,4
895,4
896,3
897,4
898,4
899,4
900,5
901,5
902,3
903,2
904,5
905,2
906,5
907,5
908,3
909,4
910,5
911,5
912,5
913,4
914,5
915,2
916,2
917,4
918,1
919,5
920,5
921,5
922,4
923,5
924,4
925,2
926,2
927,5
928,3
929,5
930,5
931,2
932,4
933,4
934,5
935,5
936,4
937,5
938,5
939,5
940,5
941,1
942,5
943,5
944,5
945,2
946,5
947,5
948,5
949,5
950,4
951,5
952,2
953,5
954,5
955,5
956,5
957,5
958,5
959,2
960,3
961,5
962,2
963,4
964,5
965,5
966,4
967,4
968,4
969,3
970,5
971,2
972,5
973,3
974,5
975,5
976,5
977,2
978,4
979,4
980,5
981,5
982,4
983,5
984,1
985,3
986,5
987,5
988,4
989,5
990,4
991,4
992,4
993,4
994,4
995,3
